台灣,#genre#
CCTV16,http://117.12.150.2:4022/rtp/225.1.2.237:5002
CCTV16,http://36.24.204.5:8888/udp/233.50.201.192:5140
CCTV16,http://117.8.140.147:8834/rtp/225.1.2.237:5002
CCTV16,http://111.193.239.245:9999/rtp/239.3.1.184:8001
CCTV16,http://171.213.131.202:8188/udp/239.93.42.54:5140
CCTV16,http://27.18.157.225:2701/rtp/239.69.1.247:11124
CCTV16,http://183.10.180.174:9901/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://121.19.134.69:808/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://60.26.181.220:4022/rtp/225.1.2.52:5002
CCTV17,http://111.162.206.132:8686/rtp/225.1.2.52:5002
CCTV17,http://114.241.217.47:4022/rtp/239.3.1.151:8144
CCTV17,http://115.58.217.88:4000/rtp/225.1.4.226:2506
CCTV17,http://171.35.84.178:8688/udp/239.252.220.192:5140
CCTV17,http://111.196.134.250:20000/udp/239.3.1.151:8144
CCTV17,http://218.1.139.206:4022/rtp/239.45.3.52:5140
CCTV17,http://180.165.29.204:4022/rtp/239.45.3.52:5140
CCTV17,http://117.8.140.147:8834/rtp/225.1.2.52:5002
CCTV17,http://171.213.131.202:8188/udp/239.93.0.92:5140
CCTV17,http://220.169.100.41:10087/udp/239.76.252.238:9000
CCTV17,http://124.162.19.248:4022/udp/225.0.4.179:7980
CCTV17,http://8.138.7.223/tv/dl/careryun.php?id=19
CCTV17,http://8.138.7.223/tv/dl/douyincdn.php?id=16
天元围棋,http://220.169.100.41:10087/udp/239.76.253.2:9000


卫视,#genre#
湖南卫视,http://171.124.180.251:8899/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://satellitepull.cnr.cn/live/wx32hunws/playlist.m3u8
湖南卫视,http://139.155.142.13:2025/z.php?id=hunanweishi
湖南卫视,http://114.241.217.47:4022/rtp/239.3.1.132:8012
湖南卫视,http://60.26.181.220:4022/rtp/225.1.1.114:5002
湖南卫视,http://111.196.134.250:20000/udp/239.3.1.132:8012
湖南卫视,http://111.193.239.245:9999/rtp/239.3.1.132:8012
湖南卫视,http://117.8.140.147:8834/rtp/225.1.1.114:5002
湖南卫视,http://220.169.100.41:10087/udp/239.76.246.100:1234
湖南卫视,http://220.169.100.41:10087/udp/239.76.246.101:1234
浙江卫视,http://171.124.180.251:8899/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://114.241.217.47:4022/rtp/239.3.1.137:8036
浙江卫视,http://115.58.217.88:4000/rtp/225.1.4.84:1113
浙江卫视,http://139.155.142.13:9177/miguHD.php?id=浙江卫视
浙江卫视,http://60.26.181.220:4022/rtp/225.1.1.112:5002
浙江卫视,https://my5353.com/o53RM
浙江卫视,http://27.18.157.225:2701/rtp/239.254.96.143:8932
浙江卫视,http://220.169.100.41:10087/udp/239.76.246.182:1234
浙江卫视,http://220.169.100.41:10087/udp/239.76.253.182:9000
浙江卫视,http://111.193.239.245:9999/rtp/239.3.1.137:8036
江苏卫视,http://171.124.180.251:8899/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://satellitepull.cnr.cn/live/wx32jsws/playlist.m3u8
江苏卫视,http://115.58.217.88:4000/rtp/225.1.4.83:1112
江苏卫视,http://114.241.217.47:4022/rtp/239.3.1.135:8028
江苏卫视,http://139.155.142.13:9177/migu.php?id=jsws
江苏卫视,http://60.26.181.220:4022/rtp/225.1.1.126:5002
江苏卫视,http://123.149.163.145:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://117.8.140.147:8834/rtp/225.1.1.126:5002
江苏卫视,http://125.125.236.57:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://101.74.28.160:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://171.124.180.251:8899/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://satellitepull.cnr.cn/live/wxhebws/playlist.m3u8
河北卫视,http://114.241.217.47:4022/rtp/239.3.1.148:8072
河北卫视,http://joyznm.i234.me:20000/udp/239.3.1.148:8072
河北卫视,http://222.218.122.114:8188/udp/239.81.0.94:4056
河北卫视,http://27.18.157.225:2701/rtp/239.254.96.113:9616
河北卫视,http://116.237.148.215:8881/rtp/239.45.1.44:5140
河北卫视,http://117.8.140.147:8834/rtp/225.1.2.27:5002
河北卫视,http://60.26.181.220:4022/rtp/225.1.2.27:5002
河北卫视,http://111.196.134.250:20000/udp/239.3.1.148:8072
安徽卫视,http://139.155.142.13:2025/z.php?id=anhuiweishi
安徽卫视,http://203.205.191.53/live.ahsx.ahtv.cn/live/ahwssx.m3u8
安徽卫视,http://60.26.181.220:4022/rtp/225.1.1.127:5002
安徽卫视,http://114.241.217.47:4022/rtp/239.3.1.211:8064
安徽卫视,http://117.8.140.147:8834/rtp/225.1.1.127:5002
安徽卫视,http://219.141.44.245:8188/udp/238.255.2.101:5999
安徽卫视,http://joyznm.i234.me:20000/udp/239.3.1.21:8272
安徽卫视,http://101.66.194.13:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://125.125.236.57:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://101.66.195.130:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://171.124.180.251:8899/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://198.16.100.186:8278/beijing/playlist.m3u8?tid=MD5D2836914028369140&ct=20273&tsum=a5b068469f28162e31477052e2de91d6
北京卫视,http://116.237.148.215:8881/rtp/239.45.3.229:5140
北京卫视,http://60.26.181.220:4022/rtp/225.1.1.113:5002
北京卫视,http://114.241.217.47:4022/rtp/239.3.1.241:8000
北京卫视,http://117.8.140.147:8834/rtp/225.1.1.113:5002
北京卫视,http://123.149.163.145:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://171.213.131.202:8188/udp/239.93.0.180:5140
北京卫视,http://125.125.236.57:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://116.237.148.215:8881/rtp/239.45.1.117:5140
兵团卫视,http://171.213.131.202:8188/udp/239.93.42.43:5140
兵团卫视,http://183.10.180.174:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://121.19.134.69:808/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://112.234.23.189:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://218.1.139.206:4022/rtp/239.45.1.117:5140
东南卫视,http://171.124.180.251:8899/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8
东南卫视,http://115.58.217.88:4000/rtp/225.1.4.228:1274
东南卫视,http://27.18.157.225:2701/rtp/239.69.1.108:10286
东南卫视,http://114.100.195.187:4022/rtp/238.1.78.22:6104
东南卫视,http://220.169.100.41:10087/udp/239.76.245.190:1234
东南卫视,http://171.15.18.199:8180/TV00000000000000000033@HHZT
东南卫视,http://111.193.239.245:9999/rtp/239.3.1.156:8148
东南卫视,http://125.125.236.57:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://101.74.28.160:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://115.58.217.88:4000/rtp/225.1.4.42:1071
甘肃卫视,http://222.218.122.114:8188/udp/239.81.0.207:4056
甘肃卫视,http://171.213.131.202:8188/udp/239.93.0.81:5140
甘肃卫视,http://219.141.44.245:8188/udp/238.255.2.73:5999
甘肃卫视,http://39.77.20.188:4002/rtp/239.253.254.74:8000
甘肃卫视,http://218.1.139.206:4022/rtp/239.45.1.234:5140
广东卫视,http://satellitepull.cnr.cn/live/wxgdws/playlist.m3u8
广东卫视,http://139.155.142.13:9177/migu.php?id=gdws
广东卫视,http://114.241.217.47:4022/rtp/239.3.1.142:8048
广东卫视,http://111.196.134.250:20000/udp/239.3.1.142:8048
广东卫视,http://60.26.181.220:4022/rtp/225.1.1.116:5002
广东卫视,http://111.193.239.245:9999/rtp/239.3.1.142:8048
广东卫视,http://joyznm.i234.me:20000/udp/239.3.1.142:8048###des:1080P###HLS\\n
广东卫视,http://101.66.195.130:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://171.15.18.199:8180/TV00000000000000000031@HHZT
广东卫视,http://117.8.140.147:8834/rtp/225.1.1.116:5002
广西卫视,http://60.26.181.220:4022/rtp/225.1.2.81:5002
广西卫视,http://114.241.217.47:4022/rtp/239.3.1.39:8300
广西卫视,http://27.18.157.225:2701/rtp/239.69.1.191:10788
广西卫视,http://171.15.18.199:8180/TV00000000000000000032@HHZT
广西卫视,http://101.66.194.13:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://218.1.139.206:4022/rtp/239.45.0.5:5140
广西卫视,http://171.213.131.202:8188/udp/239.93.42.46:5140
广西卫视,http://117.8.140.147:8834/rtp/225.1.2.81:5002
广西卫视,http://101.74.28.160:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://180.165.29.204:4022/rtp/239.45.0.5:5140
贵州卫视,http://satellitepull.cnr.cn/live/wx32gzws/playlist.m3u8
贵州卫视,http://114.241.217.47:4022/rtp/239.3.1.149:8076
贵州卫视,http://60.26.181.220:4022/rtp/225.1.2.28:5002
贵州卫视,http://27.18.157.225:2701/rtp/239.69.1.150:10536
贵州卫视,http://117.8.140.147:8834/rtp/225.1.2.28:5002
贵州卫视,http://101.66.194.13:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://139.155.142.13:2025/z.php?id=guizhouweishi
贵州卫视,http://101.66.195.130:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://171.213.131.202:8188/udp/239.93.0.131:5140
贵州卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Cd3ZzA&tk=VbbUBdl6f7Hv
海南卫视,http://satellitepull.cnr.cn/live/wxhainlyws/playlist.m3u8
海南卫视,http://web9916.w.computerqwq.cf/jzb.php?id=hainws&公众号【医工学习日志】
海南卫视,http://php.cqshushu.ggff.net/jzb.php?id=hainws&公众号【医工学习日志】
海南卫视,http://60.26.181.220:4022/rtp/225.1.2.82:5002
海南卫视,http://139.155.142.13:9177/migu.php?id=hinws
海南卫视,http://b.zgjok.com:35455/mgtv/947472502.m3u8
海南卫视,http://117.8.140.147:8834/rtp/225.1.2.82:5002
海南卫视,http://114.241.217.47:4022/rtp/239.3.1.45:8304
海南卫视,http://116.237.148.215:8881/rtp/239.45.1.81:5140
海南卫视,http://171.213.131.202:8188/udp/239.93.0.80:5140
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/playlist.m3u8
河南卫视,http://171.124.180.251:8899/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://lxajh.top/tv/hn.php?id=hnws
河南卫视,http://150.158.10.195:80/dxxw.php?id=hnws
河南卫视,http://1.94.31.214/php/hntv.php
河南卫视,http://xxwx.yoesun.com/xxw/河南网.php
河南卫视,http://xxwx.yoesun.com/xxw/河南网.php?id=hnws
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8
河南卫视,http://60.26.181.220:4022/rtp/225.1.2.61:5002
河南卫视,http://139.155.142.13:9177/migu.php?id=hnws
河南卫视,http://219.141.44.245:8188/udp/238.255.2.74:5999
湖北卫视,http://171.124.180.251:8899/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://web9916.w.computerqwq.cf/jzb.php?id=hbws&公众号【医工学习日志】
湖北卫视,http://114.241.217.47:4022/rtp/239.3.1.138:8044
湖北卫视,http://111.196.134.250:20000/udp/239.3.1.138:8044
湖北卫视,http://60.26.181.220:4022/rtp/225.1.1.147:5002
湖北卫视,http://139.155.142.13:9177/migu.php?id=hubws
湖北卫视,http://171.35.84.178:8688/udp/239.252.219.208:5140
湖北卫视,http://219.141.44.245:8188/udp/238.255.2.102:5999
湖北卫视,http://123.149.163.145:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://117.8.140.147:8834/rtp/225.1.1.147:5002
吉林卫视,http://171.124.180.251:8899/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://web9916.w.computerqwq.cf/jzb.php?id=jlws&公众号【医工学习日志】
吉林卫视,http://115.58.217.88:4000/rtp/225.1.4.174:1309
吉林卫视,http://php.cqshushu.ggff.net/jzb.php?id=jlws&公众号【医工学习日志】
吉林卫视,http://114.241.217.47:4022/rtp/239.3.1.240:8172
吉林卫视,https://hyf000.eu.org/80947108/JILINWS
吉林卫视,http://139.155.142.13:9177/migu.php?id=jlws
吉林卫视,http://60.26.181.220:4022/rtp/225.1.2.26:5002
吉林卫视,http://117.8.140.147:8834/rtp/225.1.2.26:5002
吉林卫视,http://220.169.100.41:10087/udp/239.76.246.201:1234
江西卫视,http://171.124.180.251:8899/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://114.241.217.47:4022/rtp/239.3.1.123:8164
江西卫视,http://b.zgjok.com:35455/mgtv/783847495.m3u8
江西卫视,http://139.155.142.13:9177/migu.php?id=jxws
江西卫视,http://116.237.148.215:8881/rtp/239.45.1.122:5140
江西卫视,http://101.66.194.13:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://171.15.18.199:8180/TV00000000000000000037@HHZT
江西卫视,http://111.193.239.245:9999/rtp/239.3.1.123:8164
江西卫视,http://111.196.134.250:20000/udp/239.3.1.123:8164
江西卫视,http://125.125.236.57:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://114.241.217.47:4022/rtp/239.3.1.210:8056
辽宁卫视,http://60.26.181.220:4022/rtp/225.1.1.154:5002
辽宁卫视,http://117.8.140.147:8834/rtp/225.1.1.154:5002
辽宁卫视,http://101.66.195.130:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://101.66.194.13:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://125.125.236.57:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://171.213.131.202:8188/udp/239.93.1.108:5140
辽宁卫视,http://101.74.28.160:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qolbsn&tk=VbbUBdl6f7Hv
宁夏卫视,http://115.58.217.88:4000/rtp/225.1.4.43:1072
宁夏卫视,http://114.241.217.47:4022/rtp/239.3.1.46:8124
宁夏卫视,http://116.237.148.215:8881/rtp/239.45.1.213:5140
宁夏卫视,http://www.douzhicloud.site:35455/nptv/ningxia.m3u8
青海卫视,http://satellitepull.cnr.cn/live/wx32qhws/playlist.m3u8
青海卫视,http://115.58.217.88:4000/rtp/225.1.4.44:1073
青海卫视,http://139.155.142.13:9177/migu.php?id=qhws
青海卫视,http://114.241.217.47:4022/rtp/239.3.1.44:8184
青海卫视,http://220.169.100.41:10087/udp/239.76.254.132:9000
青海卫视,http://116.237.148.215:8881/rtp/239.45.1.230:5140
青海卫视,http://183.10.180.174:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://171.213.131.202:8188/udp/239.93.0.192:5140
青海卫视,http://121.19.134.69:808/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://www.douzhicloud.site:35455/nptv/qinghai.m3u8
三沙卫视,http://115.58.217.88:4000/rtp/225.1.4.234:1280
三沙卫视,http://117.12.150.2:4022/rtp/225.1.2.181:5002
三沙卫视,http://114.241.217.47:4022/rtp/239.3.1.155:4120
三沙卫视,http://171.105.180.83:4022/udp/239.81.0.242:4056
三沙卫视,http://171.105.178.186:4022/udp/239.81.0.242:4056
三沙卫视,http://116.237.148.215:8881/rtp/239.45.1.82:5140
三沙卫视,http://218.1.139.206:4022/rtp/239.45.1.82:5140
山东卫视,http://171.124.180.251:8899/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://satellitepull.cnr.cn/live/wxsdws/playlist.m3u8
山东卫视,http://114.241.217.47:4022/rtp/239.3.1.209:8052
山东卫视,http://114.226.231.231:8787/rtp/239.49.8.7:9306
山东卫视,http://220.169.100.41:10087/udp/239.76.246.195:1234
山东卫视,http://111.193.239.245:9999/rtp/239.3.1.209:8052
山东卫视,http://171.15.18.199:8180/TV00000000000000000024@HHZT
山东卫视,http://171.213.131.202:8188/udp/239.93.0.168:5140
山东卫视,http://123.149.163.145:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://101.66.195.130:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://satellitepull.cnr.cn/live/wxssxws/playlist.m3u8
山西卫视,http://171.15.18.199:8180/TV00000000000000000038@HHZT
陕西卫视,http://171.15.18.199:8180/TV00000000000000000039@HHZT
深圳卫视,http://171.124.180.251:8899/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://satellitepull.cnr.cn/live/wxszws/playlist.m3u8
深圳卫视,http://114.241.217.47:4022/rtp/239.3.1.134:8020
深圳卫视,http://38.64.72.148/hls/modn/list/4007/playlist.m3u8
深圳卫视,http://joyznm.i234.me:20000/udp/239.3.1.134:8020###des:1080P###HLS\\n
深圳卫视,http://111.196.134.250:20000/udp/239.3.1.134:8020
深圳卫视,http://123.149.163.145:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://171.213.131.202:8188/udp/239.93.0.182:5140
深圳卫视,http://171.15.18.199:8180/TV00000000000000000026@HHZT
深圳卫视,http://125.125.236.57:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://171.124.180.251:8899/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://php.cqshushu.ggff.net/jzb.php?id=scws&公众号【医工学习日志】
四川卫视,http://web9916.w.computerqwq.cf/jzb.php?id=scws&公众号【医工学习日志】
四川卫视,http://116.237.148.215:8881/rtp/239.45.1.83:5140
四川卫视,http://101.66.194.13:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://219.141.44.245:8188/udp/238.255.2.76:5999
四川卫视,http://123.149.163.145:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://171.15.18.199:8180/TV00000000000000000040@HHZT
四川卫视,http://125.125.236.57:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://117.8.140.147:8834/rtp/225.1.1.123:5002
天津卫视,http://171.124.180.251:8899/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://satellitepull.cnr.cn/live/wxtjws/playlist.m3u8
天津卫视,http://php.cqshushu.ggff.net/jzb.php?id=tjws&公众号【医工学习日志】
天津卫视,http://web9916.w.computerqwq.cf/jzb.php?id=tjws&公众号【医工学习日志】
天津卫视,http://115.58.217.88:4000/rtp/225.1.4.86:1115
天津卫视,http://114.241.217.47:4022/rtp/239.3.1.141:1234
天津卫视,http://60.26.181.220:4022/rtp/225.1.1.111:5002
天津卫视,http://222.218.122.114:8188/udp/239.81.0.113:4056
天津卫视,http://220.169.100.41:10087/udp/239.76.251.92:9000
天津卫视,http://114.226.231.231:8787/rtp/239.49.8.35:8620
西藏卫视,http://satellitepull.cnr.cn/live/wxxzws/playlist.m3u8
西藏卫视,http://115.58.217.88:4000/rtp/225.1.4.46:1075
西藏卫视,http://114.241.217.47:4022/rtp/239.3.1.47:8164
西藏卫视,http://116.237.148.215:8881/rtp/239.45.1.231:5140
西藏卫视,http://www.douzhicloud.site:35455/nptv/xizang.m3u8
西藏卫视,http://218.1.139.206:4022/rtp/239.45.1.231:5140
新疆卫视,http://satellitepull.cnr.cn/live/wxxjws/playlist.m3u8
新疆卫视,http://115.58.217.88:4000/rtp/225.1.4.47:1076
新疆卫视,http://171.105.180.83:4022/udp/239.81.0.46:4056
新疆卫视,http://114.241.217.47:4022/rtp/239.3.1.48:8160
新疆卫视,http://183.10.180.174:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://171.12.164.116:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://121.19.134.69:808/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://www.douzhicloud.site:35455/nptv/xinjiang.m3u8
新疆卫视,http://218.1.139.206:4022/rtp/239.45.1.116:5140
新疆卫视,http://112.234.23.189:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://satellitepull.cnr.cn/live/wxynws/playlist.m3u8
云南卫视,https://hwapi.yntv.net/ew265l/z1z6s5.m3u8
云南卫视,http://114.241.217.47:4022/rtp/239.3.1.26:8108
云南卫视,http://101.66.194.13:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://171.15.18.199:8180/TV00000000000000000034@HHZT
云南卫视,http://171.213.131.202:8188/udp/239.93.1.174:5140
云南卫视,http://116.237.148.215:8881/rtp/239.45.0.4:5140
云南卫视,http://101.66.199.120:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://125.125.236.57:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://218.1.139.206:4022/rtp/239.45.0.4:5140
重庆卫视,http://171.124.180.251:8899/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://satellitepull.cnr.cn/live/wxcqws/playlist.m3u8
重庆卫视,http://139.155.142.13:2025/z.php?id=chongqingweishi
重庆卫视,http://114.241.217.47:4022/rtp/239.3.1.122:8160
重庆卫视,http://115.58.217.88:4000/rtp/225.1.4.157:1308
重庆卫视,http://114.226.231.231:8787/rtp/239.49.8.57:9830
重庆卫视,http://joyznm.i234.me:20000/udp/239.3.1.122:8160
重庆卫视,http://27.18.157.225:2701/rtp/239.69.1.149:10530
重庆卫视,http://218.1.139.206:4022/rtp/239.45.1.84:5140
重庆卫视,http://171.15.18.199:8180/TV00000000000000000030@HHZT
东方卫视,http://171.124.180.251:8899/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://satellitepull.cnr.cn/live/wx32dfws/playlist.m3u8
东方卫视,http://115.58.217.88:4000/rtp/225.1.4.85:1114
东方卫视,http://114.238.59.2:4000/rtp/239.49.8.17:9606
东方卫视,http://114.241.217.47:4022/rtp/239.3.1.136:8032
东方卫视,http://60.26.181.220:4022/rtp/225.1.2.31:5002
东方卫视,http://139.155.142.13:9177/migu.php?id=dfws
东方卫视,http://8.138.7.223/tv/shtv.php?id=dfws
东方卫视,http://111.196.134.250:20000/udp/239.3.1.136:8032
东方卫视,http://117.8.140.147:8834/rtp/225.1.2.31:5002
黑龙江卫视,http://171.124.180.251:8899/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://satellitepull.cnr.cn/live/wx32hljws/playlist.m3u8
黑龙江卫视,http://114.241.217.47:4022/rtp/239.3.1.133:8016
黑龙江卫视,http://60.26.181.220:4022/rtp/225.1.1.115:5002
黑龙江卫视,http://111.196.134.250:20000/udp/239.3.1.133:8016
黑龙江卫视,http://116.237.148.215:8881/rtp/239.45.3.232:5140
黑龙江卫视,http://27.18.157.225:2701/rtp/239.254.96.138:8902
黑龙江卫视,http://117.8.140.147:8834/rtp/225.1.1.115:5002
黑龙江卫视,http://101.66.194.13:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://114.226.231.231:8787/rtp/239.49.8.14:9426
内蒙古卫视,http://satellitepull.cnr.cn/live/wx32nmgws/playlist.m3u8
内蒙古卫视,http://114.241.217.47:4022/rtp/239.3.1.43:8176
内蒙古卫视,http://116.237.148.215:8881/rtp/239.45.1.238:5140
内蒙古卫视,http://218.1.139.206:4022/rtp/239.45.1.238:5140
内蒙古卫视,http://183.10.180.174:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://171.213.131.202:8188/udp/239.93.0.8:5140
内蒙古卫视,http://121.19.134.69:808/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://171.12.164.116:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://121.19.134.155:808/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0


港·澳·台,#genre#

民视,rtmp://f13h.mine.nu/sat/tv051
台视,rtmp://f13h.mine.nu/sat/tv071
台视新闻,https://live.wcetv.com/hls/master-ttvnews.m3u8
台视新闻,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
中视HD,rtmp://f13h.mine.nu/sat/tv091
华视,rtmp://f13h.mine.nu/sat/tv111
MoMoTV,rtmp://f13h.mine.nu/sat/tv761
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来体育,rtmp://f13h.mine.nu/sat/tv721
东森超视,rtmp://f13h.mine.nu/sat/tv331
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741

翡翠,http://222.128.55.152:9080/live/gdfc.m3u8
翡翠台,https://s1.tvm4a1.cfd/aktv/CH-0/AKTV.m3u8
香港面包,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8






JAPEN,#genre#
#Tokyo
NHK G,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS291&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK G,https://vnpt.nekocdn.xyz/b783a989-9e73-4bce-bfa3-9996a9eaa455.m3u8
NHK E,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS292&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NHK E,https://vnpt.nekocdn.xyz/d074504f-ca7a-467e-a67c-a91e69461775.m3u8
NTV,https://stream01.willfonk.com/live_playlist.m3u8?cid=BS294&r=FHD&ccode=JP&m=d0:20:20:04:35:cc&t=0d6938cb3dcf4b79848bc1753a59daf1
NTV,https://vnpt.nekocdn.xyz/427b3914-a2b4-401b-b5ed-706158d73908.m3u8
TBS,https://vnpt.nekocdn.xyz/d90fa53e-51d2-4364-aa9b-480a883a2bfb.m3u8
TBS,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=gd04$ [540p]
Fuji TV,https://vnpt.nekocdn.xyz/5417ea42-1305-40d2-b318-bcc9552fe3fb.m3u8
